ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family_Glottocode,Family_Name
tote1238,Totela,Africa,-16.9575,24.3751,tote1238,ttl,atla1278,Atlantic-Congo
gagu1242,Gban,Africa,6.40859,-5.51851,gagu1242,ggu,mand1469,Mande
chep1245,Chepang,Eurasia,27.7206,84.9017,chep1245,cdm,sino1245,Sino-Tibetan
eten1239,Eten,Africa,9.73073,8.61443,eten1239,etx,atla1278,Atlantic-Congo
ship1255,Shipibo,South America,,,ship1255,shp,pano1259,Pano-Tacanan
bilu1245,Bilua,Papunesia,-7.92388,156.663,bilu1245,blb,,
tata1257,Tatana,Papunesia,5.49808,115.553,tata1257,txx,aust1307,Austronesian
anta1253,Antakarinya,Australia,-27.1152,134.838,anta1253,ant,pama1250,Pama-Nyungan
paum1247,Paumari,South America,-5.78403,-64.2803,paum1247,pad,araw1282,Arawan
turk1304,Turkmen,Eurasia,37.0872,59.1757,turk1304,tuk,turk1311,Turkic
seco1241,Secoya,South America,-0.459785,-75.5547,seco1241,sey,tuca1253,Tucanoan
mari1424,Marithiel,Australia,-13.8818,130.237,mari1424,mfr,west2434,Western Daly
pana1294,Pana,Africa,,,pana1294,pnz,atla1278,Atlantic-Congo
niel1243,Niellim,Africa,9.70362,17.81346,niel1243,nie,atla1278,Atlantic-Congo
taga1270,Tagalog,Papunesia,14.06,121.747,taga1270,tgl,aust1307,Austronesian
zinz1238,Zinza,Africa,-2.64132,32.1755,zinz1238,zin,atla1278,Atlantic-Congo
band1352,Bandi,Africa,7.73729,-10.1684,band1352,bza,mand1469,Mande
cent1973,Central Pashto,Eurasia,31.9153,69.4529,cent1973,pst,indo1319,Indo-European
sela1259,Selaru,Papunesia,-8.18376,130.961,sela1259,slu,aust1307,Austronesian
temb1276,Tenetehara,South America,-2.6123,-48.2359,temb1276,tqb,tupi1275,Tupian
shus1248,Shuswap,North America,50.8734,-119.667,shus1248,shs,sali1255,Salishan
west2454,Western Niger Fulfulde,Africa,14.2471,-0.52004,west2454,fuh,atla1278,Atlantic-Congo
sout2750,Southern Yukaghir,Eurasia,64.218,154.375,sout2750,yux,yuka1259,Yukaghir
awar1248,Awara,Papunesia,-6.16986,146.372,awar1248,awx,nucl1709,Nuclear Trans New Guinea
urni1239,Urningangg,Australia,-13.4766,133.023,urni1239,urc,giim1238,Giimbiyu
ngaa1240,Ngaanyatjarra,Australia,-25.7514,127.602,ngaa1240,ntj,pama1250,Pama-Nyungan
anti1245,Antigua and Barbuda Creole English,North America,17.068263,-61.821863,anti1245,aig,indo1319,Indo-European
udmu1245,Udmurt,Eurasia,56.12921,52.63548,udmu1245,udm,ural1272,Uralic
west2644,Western Highland Chatino,North America,16.2495,-97.3244,west2644,ctp,otom1299,Otomanguean
hawk1239,Hawkesbury,Australia,-33.11470744,150.4952383,hawk1239,xda,pama1250,Pama-Nyungan
rawa1265,Rawang,Eurasia,27.1027,97.0738,rawa1265,raw,sino1245,Sino-Tibetan
bekw1241,Bekwarra,Africa,6.73737,8.86489,bekw1241,bkv,atla1278,Atlantic-Congo
bard1255,Bardi,Australia,-16.6274,122.906,bard1255,bcj,nyul1248,Nyulnyulan
tour1242,Toura (Côte d'Ivoire),Africa,7.76747,-7.33105,tour1242,neb,mand1469,Mande
bana1305,Bana,Africa,10.3535,13.6131,bana1305,bcw,afro1255,Afro-Asiatic
stod1241,Stod Bhoti,Eurasia,32.497,77.116,stod1241,sbu,sino1245,Sino-Tibetan
bagi1246,Bagirmi,Africa,11.52392,14.769495,bagi1246,bmi,cent2225,Central Sudanic
voti1245,Votic,Eurasia,59.3802,28.6235,voti1245,vot,ural1272,Uralic
mogh1245,Mogholi,Eurasia,34.2504,62.2802,mogh1245,mhj,mong1329,Mongolic
bats1242,Bats,Eurasia,42.1806,45.344,bats1242,bbl,nakh1245,Nakh-Daghestanian
nama1265,Nama,Africa,,,nama1265,naq,khoe1240,Khoe-Kwadi
kunz1244,Kunza,South America,-23.0,-69.0,kunz1244,kuz,,
hawa1245,Hawaiian,Papunesia,19.6297,-155.43,hawa1245,haw,aust1307,Austronesian
nort2810,Northern Grebo,Africa,5.17103,-8.1409,nort2810,gbo,atla1278,Atlantic-Congo
caja1238,Cajamarca Quechua,South America,-7.09314,-78.3214,caja1238,qvc,quec1387,Quechuan
uruu1244,Uru,South America,-16.72547,-68.97119,uruu1244,ure,uruc1242,Uru-Chipaya
topo1242,Toposa,Africa,5.15904,34.2159,topo1242,toq,nilo1247,Nilotic
cusc1236,Cusco Quechua,South America,-14.0853,-71.7663,cusc1236,quz,quec1387,Quechuan
kaur1267,Kaurna,Australia,-34.34966141,138.4800794,kaur1267,zku,pama1250,Pama-Nyungan
japh1234,Japhug,Eurasia,32.1,102.36,japh1234,jya,sino1245,Sino-Tibetan
koal1240,Koalib-Rere,Africa,11.69648,30.47166,koal1240,kib,heib1242,Heibanic
amun1246,Amundava,South America,-9.04023,-62.3064,amun1246,adw,tupi1275,Tupian
lamb1269,Lambadi,Eurasia,16.5734,76.9717,lamb1269,lmn,indo1319,Indo-European
sanj1284,San Juan Guelavía Zapotec,North America,17.0332,-96.5967,sanj1284,zab,otom1299,Otomanguean
kara1500,Karajá,South America,-11.1881,-50.3492,kara1500,kpj,nucl1710,Nuclear-Macro-Je
burd1238,Burduna,Australia,-22.9646,114.658,burd1238,bxn,pama1250,Pama-Nyungan
kawa1290,Kawarrang-Ogh Undjan,Australia,-16.1,142.5,kawa1290,,pama1250,Pama-Nyungan
kuvi1243,Kuvi,Eurasia,18.8832,83.7552,kuvi1243,kxv,drav1251,Dravidian
bamb1265,Bambalang,Africa,5.861,10.544,bamb1265,bmo,atla1278,Atlantic-Congo
chib1270,Chibcha,South America,6.24999,-74.1666,chib1270,chb,chib1249,Chibchan
buol1237,Buol,Papunesia,0.97727,121.519,buol1237,blf,aust1307,Austronesian
cari1279,Carijona,South America,1.21894,-72.0664,cari1279,cbd,cari1283,Cariban
bula1255,Bularnu,Australia,-21.02656922,138.1566659,bula1255,,pama1250,Pama-Nyungan
sang1328,Sango,Africa,6.78584,20.1702,sang1328,sag,atla1278,Atlantic-Congo
komc1235,Kom (Cameroon),Africa,6.2596,10.3348,komc1235,bkm,atla1278,Atlantic-Congo
apin1244,Apinayé,South America,-6.10774,-47.6315,apin1244,apn,nucl1710,Nuclear-Macro-Je
brah1256,Brahui,Eurasia,28.5347,64.2991,brah1256,brh,drav1251,Dravidian
yuhu1238,Yuhup,South America,0.2485,-69.8079,yuhu1238,yab,nada1235,Nadahup
lakk1252,Lak,Eurasia,42.1328,47.0809,lakk1252,lbe,nakh1245,Nakh-Daghestanian
tupi1273,Tupinambá,South America,-22.807778,-42.106389,tupi1273,tpn,tupi1275,Tupian
arao1248,Araona,South America,-12.4242,-67.7293,arao1248,aro,pano1259,Pano-Tacanan
saya1246,Saya,Africa,9.69441,9.71748,saya1246,say,afro1255,Afro-Asiatic
afar1241,Afar,Africa,12.2281,41.8083,afar1241,aar,afro1255,Afro-Asiatic
baat1238,Baatonum,Africa,9.63186,2.99607,baat1238,bba,atla1278,Atlantic-Congo
hoav1238,Hoava,Papunesia,-8.19679,157.595,hoav1238,hoa,aust1307,Austronesian
mala1522,Malayo,South America,10.9286,-73.4056,mala1522,mbp,chib1249,Chibchan
jerr1238,Jerriais,Eurasia,,,jerr1238,nrf,indo1319,Indo-European
pall1243,Pallanganmiddang,Australia,-35.03278179,149.3371079,pall1243,,pama1250,Pama-Nyungan
eloy1241,Eloyi,Africa,8.24696,7.97061,eloy1241,afo,atla1278,Atlantic-Congo
shaw1249,Shawnee,North America,35.354,-96.7635,shaw1249,sjw,algi1248,Algic
chec1245,Chechen,Eurasia,43.5,45.5,chec1245,che,nakh1245,Nakh-Daghestanian
muni1258,Muniche,South America,-5.80546,-76.2811,muni1258,myr,,
resi1247,Resígaro,South America,-2.48139,-71.3578,resi1247,rgr,araw1281,Arawakan
siss1243,Sissano,Papunesia,-3.01976,142.049,siss1243,sso,aust1307,Austronesian
garo1247,Garo,Eurasia,25.2954,90.462,garo1247,grt,sino1245,Sino-Tibetan
sali1298,Sáliba,South America,5.30115,-69.3843,sali1298,slc,jodi1234,Jodi-Saliban
mink1237,Minkin,Australia,-17.736653,139.541931,mink1237,,,
west2437,Western Warlpiri,Australia,,,west2437,wbp,pama1250,Pama-Nyungan
piny1238,Pinyin,Africa,5.7991,10.0682,piny1238,pny,atla1278,Atlantic-Congo
aheu1239,Thavung,Eurasia,17.7655,104.229,aheu1239,thm,aust1305,Austroasiatic
dann1241,Dan,Africa,7.22812,-8.24535,dann1241,daf,mand1469,Mande
acol1236,Acoli,Africa,3.57738,32.5147,acol1236,ach,nilo1247,Nilotic
waim1253,Waimiri-Atroari,South America,-0.61832,-60.4259,waim1253,atr,cari1283,Cariban
ande1247,Andegerebinha,Australia,-22.51278,137.3515,ande1247,adg,pama1250,Pama-Nyungan
uppe1395,Upper Sorbian,Eurasia,51.2403,14.4098,uppe1395,hsb,indo1319,Indo-European
iban1264,Iban,Papunesia,2.09041,112.934,iban1264,iba,aust1307,Austronesian
zoee1240,Zo'é,South America,-1.77208,-55.50746,zoee1240,pto,tupi1275,Tupian
nucl1632,Sentani,Papunesia,-2.6013,140.512,nucl1632,set,sent1261,Sentanic
dyir1250,Dyirbal,Australia,-17.4516,145.544,dyir1250,dbl,pama1250,Pama-Nyungan
nucl1327,Limilngan,Australia,-12.4294,131.845,nucl1327,lmc,limi1242,Limilngan-Wulna
daww1239,Dâw,South America,-0.1177,-67.2934,daww1239,kwa,nada1235,Nadahup
wels1247,Welsh,Eurasia,52.0,-4.0,wels1247,cym,indo1319,Indo-European
cent1972,Central Kurdish,Eurasia,35.6539,45.8077,cent1972,ckb,indo1319,Indo-European
mapo1246,Mapoyo,South America,5.96952,-67.2581,mapo1246,mcg,cari1283,Cariban
madi1260,Ma'di,Africa,3.62499,31.8471,madi1260,mhi,cent2225,Central Sudanic
mara1385,Marra,Australia,-14.7927,134.865,mara1385,mec,mang1423,Mangarrayi-Maran
anyi1244,Anyin Morofo,Africa,6.1627,-4.64232,anyi1244,mtb,atla1278,Atlantic-Congo
waya1269,Wayana,South America,2.77537,-54.4429,waya1269,way,cari1283,Cariban
baur1253,Baure,South America,-13.1278,-64.1838,baur1253,brg,araw1281,Arawakan
ngum1253,Ngumbarl,Australia,,,ngum1253,,nyul1248,Nyulnyulan
iyiv1238,Iyive,Africa,6.50437,9.53302,iyiv1238,uiv,atla1278,Atlantic-Congo
thay1248,Thaypan,Australia,-14.8292,143.324,thay1248,typ,pama1250,Pama-Nyungan
mbar1253,Rimanggudhinma,Australia,-14.529,143.789,mbar1253,zmv,pama1250,Pama-Nyungan
kuik1246,Kuikúro-Kalapálo,South America,-12.3035,-53.2261,kuik1246,kui,cari1283,Cariban
chac1250,Chachapoyas Quechua,South America,-6.27021,-77.6615,chac1250,quk,quec1387,Quechuan
wadj1254,Wadjiginy,Australia,-12.8596,130.737,wadj1254,wdj,,
malo1243,Tamambo,Papunesia,-15.6835,167.16,malo1243,mla,aust1307,Austronesian
taid1249,Tai Daeng,Eurasia,20.4559,104.625,taid1249,tyr,taik1256,Tai-Kadai
yand1251,Yanda,Australia,-21.23270508,140.5134756,yand1251,yda,pama1250,Pama-Nyungan
uduk1239,Uduk,Africa,9.16012,34.2293,uduk1239,udu,koma1264,Koman
kumz1235,Kumzari,Eurasia,26.1602,56.4202,kumz1235,zum,indo1319,Indo-European
west2354,Western Frisian,Eurasia,53.143,5.86091,west2354,fry,indo1319,Indo-European
mere1246,Merey,Africa,10.7458,14.09,mere1246,meq,afro1255,Afro-Asiatic
ladi1251,Ladino,Eurasia,41.205,28.6632,ladi1251,lad,indo1319,Indo-European
east2555,Eastern Bolivian Guaraní,South America,-21.0909,-61.7179,east2555,gui,tupi1275,Tupian
kano1245,Kanoê,South America,-12.1789,-64.5812,kano1245,kxo,,
east2516,East Kewa,Papunesia,-6.32989,143.931,east2516,kjs,nucl1709,Nuclear Trans New Guinea
jola1263,Jola-Fonyi,Africa,12.75752,-15.7354766667,jola1263,dyo,atla1278,Atlantic-Congo
mama1271,Mamara Senoufo,Africa,12.4871,-5.28245,mama1271,myk,atla1278,Atlantic-Congo
hang1258,Hanga,Africa,9.33929,-1.57833,hang1258,hag,atla1278,Atlantic-Congo
mamp1244,Mampruli,Africa,10.3884,-0.74675,mamp1244,maw,atla1278,Atlantic-Congo
kore1283,Koreguaje,South America,0.92316,-75.3475,kore1283,coe,tuca1253,Tucanoan
mand1436,Mandinka,Africa,12.8165233333,-15.6539466667,mand1436,mnk,mand1469,Mande
cuvo1236,Cuvok,Africa,10.6448,14.0006,cuvo1236,cuv,afro1255,Afro-Asiatic
sout2729,Southern Pumi,Eurasia,27.8408,100.622,sout2729,pmj,sino1245,Sino-Tibetan
qaua1234,Central Gelao-Qau,Eurasia,26.155438,106.16455,qaua1234,gqu,taik1256,Tai-Kadai
mang1383,Mangala,Australia,-18.6597,123.769,mang1383,mem,pama1250,Pama-Nyungan
maon1238,Mao Naga,Eurasia,25.3836,94.0035,maon1238,nbi,sino1245,Sino-Tibetan
skol1241,Skolt Saami,Eurasia,68.8326,29.7204,skol1241,sms,ural1272,Uralic
maku1278,Makuráp,South America,-11.8701,-64.3201,maku1278,mpu,tupi1275,Tupian
chee1238,Che,Africa,10.0031,8.67024,chee1238,ruk,atla1278,Atlantic-Congo
idaa1241,Ida'an,Papunesia,5.29059,118.515,idaa1241,dbj,aust1307,Austronesian
koya1251,Koya,Eurasia,17.6772,81.2096,koya1251,kff,drav1251,Dravidian
hind1269,Hindi,Eurasia,25.0,77.0,hind1269,hin,indo1319,Indo-European
lamb1276,Lambayeque Quechua,South America,-6.1715,-79.468,lamb1276,quf,quec1387,Quechuan
taba1266,Tabasco Chontal,North America,18.1713,-92.7367,taba1266,chf,maya1287,Mayan
ayer1246,Ayerrerenge,Australia,,,ayer1246,axe,pama1250,Pama-Nyungan
modernaramaicnortheastern,,,,,,,,
jeme1245,Towa,North America,35.5994,-106.766,jeme1245,tow,kiow1265,Kiowa-Tanoan
pait1244,Paite Chin,Eurasia,24.0381,93.6136,pait1244,pck,sino1245,Sino-Tibetan
occi1239,Occitan,Eurasia,44.1415,6.82979,occi1239,oci,indo1319,Indo-European
sout2828,Southern Ma'di,Africa,2.8735,31.25,sout2828,snm,cent2225,Central Sudanic
even1260,Even,Eurasia,70.6687,130.914,even1260,eve,tung1282,Tungusic
poya1241,Poyanáwa,South America,-7.46909,-73.0758,poya1241,pyn,pano1259,Pano-Tacanan
nort2938,Northern Haida,North America,54.004532,-132.079257,nort2938,hdn,haid1248,Haida
abis1238,Aewa,South America,-0.69386,-75.2183,abis1238,ash,,
punt1240,Punthamara,Australia,-27.33,143.0,punt1240,xpt,pama1250,Pama-Nyungan
yang1288,Yangman,Australia,-14.4964,132.52,yang1288,jng,yang1287,Yangmanic
dzal1238,Dzalakha,Eurasia,27.7855,91.374,dzal1238,dzl,sino1245,Sino-Tibetan
yoru1245,Yoruba,Africa,7.15345,3.67225,yoru1245,yor,atla1278,Atlantic-Congo
tosk1239,Northern Tosk Albanian,Eurasia,41.0,20.0,tosk1239,als,indo1319,Indo-European
nucl1460,Madurese,Papunesia,-7.0,113.0,nucl1460,mad,aust1307,Austronesian
west2466,Western Karaboro,Africa,10.6298,-4.76482,west2466,kza,atla1278,Atlantic-Congo
tuca1252,Tucano,South America,0.579755,-69.5763,tuca1252,tuo,tuca1253,Tucanoan
jere1244,Jere,Africa,10.1962,8.95834,jere1244,jer,atla1278,Atlantic-Congo
mani1292,Manipuri,Eurasia,24.4409,93.3426,mani1292,mni,sino1245,Sino-Tibetan
ngar1284,Ngarinyin,Australia,-16.4006,126.433,ngar1284,ung,worr1236,Worrorran
apuc1241,A-Pucikwar,Eurasia,12.241,92.7965,apuc1241,apq,grea1241,Great Andamanese
tlac1235,Tlachichilco Tepehua,North America,20.704,-98.1947,tlac1235,tpt,toto1251,Totonacan
teen1242,Téén,Africa,9.84556,-3.71183,teen1242,lor,atla1278,Atlantic-Congo
akur1238,Akurio,South America,3.19607,-55.6294,akur1238,ako,cari1283,Cariban
wuna1249,Wunambal,Australia,-14.8347,125.72,wuna1249,wub,worr1236,Worrorran
aika1237,Aikanã,South America,-12.6695,-60.5353,aika1237,tba,,
siss1242,Sissala of Burkina Faso,Africa,11.0916,-2.38217,siss1242,sld,atla1278,Atlantic-Congo
khit1238,Khithaulhu,South America,,,khit1238,nab,namb1299,Nambiquaran
shum1243,Shumcho,Eurasia,31.6862,78.3865,shum1243,scu,sino1245,Sino-Tibetan
cher1273,Cherokee,North America,35.4664,-83.163,cher1273,chr,iroq1247,Iroquoian
mbuu1238,Ajumbu,Africa,6.53792,10.2556,mbuu1238,muc,atla1278,Atlantic-Congo
nort2741,Northeastern Thai,Eurasia,14.3253,102.986,nort2741,tts,taik1256,Tai-Kadai
east2773,Eastern Newari,Eurasia,,,east2773,,sino1245,Sino-Tibetan
vani1248,Vanimo,Papunesia,-2.68501,141.258,vani1248,vam,skoo1245,Sko
nyun1247,Nyunga,Australia,-33.1199,118.151,nyun1247,nys,pama1250,Pama-Nyungan
djam1256,Djambarrpuyngu,Australia,-12.021,135.59,djam1256,djr,pama1250,Pama-Nyungan
mart1255,Martuthunira,Australia,-20.9294,116.607,mart1255,vma,pama1250,Pama-Nyungan
umbu1256,Umbuygamu,Australia,-14.25876,143.6305,umbu1256,umg,pama1250,Pama-Nyungan
abid1235,Abidji,Africa,5.65656,-4.58421,abid1235,abi,atla1278,Atlantic-Congo
food1238,Foodo,Africa,9.56489,1.40486,food1238,fod,atla1278,Atlantic-Congo
kute1248,Kutep,Africa,7.07479,10.0916,kute1248,kub,atla1278,Atlantic-Congo
pana1305,Panamint,North America,36.0007,-117.901,pana1305,par,utoa1244,Uto-Aztecan
bada1257,Badaga,Eurasia,11.3094,76.5974,bada1257,bfq,drav1251,Dravidian
hopi1249,Hopi,North America,35.7653,-110.535,hopi1249,hop,utoa1244,Uto-Aztecan
yamb1251,Yamba,Africa,6.535505,11.07711,yamb1251,yam,atla1278,Atlantic-Congo
macu1259,Macushi,South America,4.31861,-60.2209,macu1259,mbc,cari1283,Cariban
tamp1252,Tampulma,Africa,9.75577,-1.35467,tamp1252,tpm,atla1278,Atlantic-Congo
epen1239,Epena,South America,4.25877,-77.3566,epen1239,sja,choc1280,Chocoan
toch1257,Tocho,Africa,10.8828,30.1567,toch1257,taz,narr1279,Narrow Talodi
basa1284,Basa (Cameroon),Africa,3.80765,10.4213,basa1284,bas,atla1278,Atlantic-Congo
pohn1238,Pohnpeian,Papunesia,6.87212,158.223,pohn1238,pon,aust1307,Austronesian
jaun1243,Jaunsari,Eurasia,30.5587,77.9084,jaun1243,jns,indo1319,Indo-European
moss1236,Mossi,Africa,10.4524,-1.17278,moss1236,mos,atla1278,Atlantic-Congo
nucl1633,Nimboran,Papunesia,-2.5803,140.179,nucl1633,nir,nimb1257,Nimboranic
chau1259,Chaudangsi,Eurasia,29.7033,80.4832,chau1259,cdn,sino1245,Sino-Tibetan
pure1242,Purepecha,North America,19.2467,-101.631,pure1242,tsz,tara1323,Tarascan
kaya1330,Kayapó,South America,-7.77352,-51.6737,kaya1330,txu,nucl1710,Nuclear-Macro-Je
morb1239,Mor (Bomberai Peninsula),Papunesia,-2.85747,132.845,morb1239,moq,,
hung1274,Hungarian,Eurasia,46.9068585714,19.6555271429,hung1274,hun,ural1272,Uralic
sele1250,Selepet,Papunesia,-6.03532,147.234,sele1250,spl,nucl1709,Nuclear Trans New Guinea
sant1410,Santali,Eurasia,25.0317,87.8185,sant1410,sat,aust1305,Austroasiatic
onei1249,Oneida,North America,43.438742,-75.708106,onei1249,one,iroq1247,Iroquoian
mira1254,Miraña,South America,,,mira1254,boa,bora1262,Boran
java1254,Javanese,Papunesia,-0.572307,110.885,java1254,jav,aust1307,Austronesian
tyan1235,Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit,Australia,-12.544,141.984,tyan1235,,pama1250,Pama-Nyungan
gaaa1245,Gaa,Africa,8.4809,11.9603,gaaa1245,ttb,atla1278,Atlantic-Congo
want1252,Wantoat,Papunesia,-6.15216,146.513,want1252,wnc,nucl1709,Nuclear Trans New Guinea
east2328,Eastern Mari,Eurasia,55.8307,48.405,east2328,mhr,ural1272,Uralic
awad1243,Awadhi,Eurasia,27.5907,82.4663,awad1243,awa,indo1319,Indo-European
mana1288,Manange,Eurasia,28.6416,84.0515,mana1288,nmm,sino1245,Sino-Tibetan
gabi1248,Gabigabi,,,,gabi1248,gbw,pama1250,Pama-Nyungan
bert1248,Berta,Africa,10.6474,34.7042,bert1248,wti,,
ikkk1242,Ik,Africa,3.61407,34.2507,ikkk1242,ikx,kuli1252,Kuliak
west2450,West-Central Limba,Africa,9.52392,-12.3138,west2450,lia,atla1278,Atlantic-Congo
serr1255,Serrano,North America,33.9479,-116.772,serr1255,ser,utoa1244,Uto-Aztecan
biak1248,Biak,Papunesia,-0.9523,135.879,biak1248,bhw,aust1307,Austronesian
khez1235,Khezha Naga,Eurasia,25.7078,94.3114,khez1235,nkh,sino1245,Sino-Tibetan
kwan1273,Kwangali,Africa,-17.9026,19.256,kwan1273,kwn,atla1278,Atlantic-Congo
cuib1242,Cuiba,South America,6.19829,-69.8197,cuib1242,cui,guah1252,Guahiboan
ngas1240,Ngas,Africa,9.32042,9.46146,ngas1240,anc,afro1255,Afro-Asiatic
kaba1278,Kabardian,Eurasia,43.5082,43.3918,kaba1278,kbd,abkh1242,Abkhaz-Adyge
klao1243,Klao,Africa,6.87233,-10.9214,klao1243,klu,atla1278,Atlantic-Congo
ruka1240,Rukai,Papunesia,22.7738,120.844,ruka1240,dru,aust1307,Austronesian
susu1250,Susu,Africa,10.4046,-13.3628,susu1250,sus,mand1469,Mande
arik1265,Arikapú,South America,-12.4878,-62.7261,arik1265,ark,nucl1710,Nuclear-Macro-Je
desa1247,Desano,South America,0.58157,-69.4955,desa1247,des,tuca1253,Tucanoan
walu1241,Walungge,Eurasia,27.695,87.2374,walu1241,ola,sino1245,Sino-Tibetan
katc1250,Katcha,Africa,,,katc1250,xtc,kadu1256,Kadugli-Krongo
bemb1257,Bemba (Zambia),Africa,-10.6122,29.2993,bemb1257,bem,atla1278,Atlantic-Congo
cent2087,Coastal-Naga Bikol,Papunesia,13.7574,123.403,cent2087,bcl,aust1307,Austronesian
ainu1240,Hokkaido Ainu,Eurasia,43.633654,142.46167,ainu1240,ain,ainu1252,Ainu
lish1246,Lishán Didán,Eurasia,38.0,47.0,lish1246,trg,afro1255,Afro-Asiatic
bulg1262,Bulgarian,Eurasia,43.3646,25.047,bulg1262,bul,indo1319,Indo-European
yuro1248,Yurok,North America,41.3262,-123.824,yuro1248,yur,algi1248,Algic
akla1241,Aklanon,Papunesia,11.5543,122.354,akla1241,akl,aust1307,Austronesian
pali1279,Palikúr,South America,3.63993,-51.6246,pali1279,plu,araw1281,Arawakan
komo1258,Komo (Sudan),Africa,8.94162,34.0939,komo1258,xom,koma1264,Koman
kota1272,Kotafon Gbe,Africa,6.64027,1.72346,kota1272,kqk,atla1278,Atlantic-Congo
bari1286,Bariai,Papunesia,-5.5087,148.666,bari1286,bch,aust1307,Austronesian
toto1305,Totontepec Mixe,North America,17.2157,-96.0179,toto1305,mto,mixe1284,Mixe-Zoque
yano1262,Yanomámi,South America,2.48999,-62.8522,yano1262,wca,yano1268,Yanomamic
kara1483,Karamojong,Africa,2.45157,34.2761,kara1483,kdj,nilo1247,Nilotic
blan1242,Blang,Eurasia,22.0092,99.7405,blan1242,blr,aust1305,Austroasiatic
yann1237,Yan-nhangu,Australia,-12.0853,134.877,yann1237,jay,pama1250,Pama-Nyungan
suda1236,Sudanese Arabic,Africa,17.8021,33.3179,suda1236,apd,afro1255,Afro-Asiatic
nort2697,North Azerbaijani,Eurasia,40.9777,46.4737,nort2697,azj,turk1311,Turkic
waur1244,Waurá,South America,-13.296,-53.6971,waur1244,wau,araw1281,Arawakan
chan1310,Chantyal,Eurasia,28.684,83.4488,chan1310,chx,sino1245,Sino-Tibetan
okoo1245,Oko,Africa,,,okoo1245,oks,atla1278,Atlantic-Congo
west2650,Western Cham,Eurasia,12.4771,104.026,west2650,cja,aust1307,Austronesian
bumm1238,Bum,Africa,6.48655,10.418,bumm1238,bmv,atla1278,Atlantic-Congo
itel1242,Itelmen,Eurasia,56.7798,156.906,itel1242,itl,chuk1271,Chukotko-Kamchatkan
mesc1238,Mescalero-Chiricahua Apache,North America,33.1291,-105.566,mesc1238,apm,atha1245,Athabaskan-Eyak-Tlingit
kinn1249,Kinnauri,Eurasia,31.3688,78.3148,kinn1249,kfk,sino1245,Sino-Tibetan
stan1288,Spanish,Eurasia,40.4414,-1.11788,stan1288,spa,indo1319,Indo-European
bass1260,Bassossi,Africa,5.23655,9.52275,bass1260,bsi,atla1278,Atlantic-Congo
wara1290,Warray,Australia,-13.0941,131.236,wara1290,wrz,gunw1250,Gunwinyguan
nara1262,Nara,Africa,15.3251,37.499,nara1262,nrb,,
kari1301,Karipúna Creole French,South America,3.42825,-51.6888,kari1301,kmv,indo1319,Indo-European
erre1238,Erre,Australia,-12.2839,132.868,erre1238,err,giim1238,Giimbiyu
kups1238,Kupsabiny,Africa,1.33197,34.5991,kups1238,kpz,nilo1247,Nilotic
jama1262,Jamaican Creole English,North America,18.13,-77.2612,jama1262,jam,indo1319,Indo-European
tsou1248,Tsou,Papunesia,23.216,120.787,tsou1248,tsu,aust1307,Austronesian
maib1239,Maybrat-Karon,Papunesia,-1.3679,132.591,maib1239,ayz,,
ejag1239,Ejagham,Africa,5.54442,8.90959,ejag1239,etu,atla1278,Atlantic-Congo
mich1245,Michoacán Nahuatl,North America,18.3412,-103.361,mich1245,ncl,utoa1244,Uto-Aztecan
anga1290,Angaataha,Papunesia,-7.15012,146.352,anga1290,agm,anga1289,Angan
east2282,East Latvian,Eurasia,,,east2282,ltg,indo1319,Indo-European
taro1264,Seediq,Papunesia,23.9032,121.358,taro1264,trv,aust1307,Austronesian
slov1269,Slovak,Eurasia,48.545705,18.78479,slov1269,slk,indo1319,Indo-European
naas1242,Naasioi,Papunesia,-6.46022,155.632,naas1242,nas,sout2948,South Bougainville
sera1259,Saraiki,Eurasia,29.5534,71.906,sera1259,skr,indo1319,Indo-European
thai1261,Thai,Eurasia,14.192,100.671,thai1261,tha,taik1256,Tai-Kadai
mund1328,Mundabli,Africa,6.59969,10.2704,mund1328,boe,atla1278,Atlantic-Congo
gure1255,Gureng Gureng,Australia,-25.3893,151.175,gure1255,gnr,pama1250,Pama-Nyungan
reun1238,Réunion Creole French,Africa,-21.1131,55.5321,reun1238,rcf,indo1319,Indo-European
dutc1256,Dutch,Eurasia,52.0,5.0,dutc1256,nld,indo1319,Indo-European
konk1267,Maharashtrian Konkani,Eurasia,19.2414,73.9166,konk1267,knn,indo1319,Indo-European
hdii1240,Hdi,Africa,10.942,13.6881,hdii1240,xed,afro1255,Afro-Asiatic
nucl1668,Katukína,South America,-8.19121,-70.3822,nucl1668,kav,book1242,Bookkeeping
kuni1268,Kunigami,Eurasia,26.5911,128.068,kuni1268,xug,japo1237,Japonic
yana1271,Yana,North America,39.2769,-121.608,yana1271,ynn,,
zulu1248,Zulu,Africa,-25.3305,31.3512,zulu1248,zul,atla1278,Atlantic-Congo
ngem1255,Ngemba,Africa,5.97864,10.1469,ngem1255,nge,atla1278,Atlantic-Congo
komi1277,Komi-Yazva,Eurasia,60.717,55.756,komi1277,kom,ural1272,Uralic
ngas1238,Ngasa,Africa,-2.97716,37.528,ngas1238,nsg,nilo1247,Nilotic
cube1242,Cubeo,South America,1.32382,-70.1939,cube1242,cub,tuca1253,Tucanoan
